id,po_id,po_number,order_date,year,month,quarter,supplier_id,supplier_name,country,supplier_type,product_id,product_name,category,quantity,unit_cost,total_cost,receipt_date,days_to_deliver,on_time_delivery,status
5618,PO-00000118,PO-00000118,2024-07-18,2024,7,3,SUP-00000087,ValueFirst Supply #87,Canada,Wholesaler,PRD-00000407,Ethernet Switch 8-Port HD,Electronics,50,58.01,2900.5,2024-08-06,19.0,0.0,COMPLETED
5619,PO-00000119,PO-00000119,2024-04-27,2024,4,2,SUP-00000059,Valley Industrial #59,Spain,Distributor,PRD-00000472,Socket Set 40-Piece Max,Tools,50,61.59,3079.5,2024-05-04,7.0,1.0,COMPLETED
5620,PO-00000120,PO-00000120,2025-02-18,2025,2,1,SUP-00000053,Central Supplies #53,Mexico,Wholesaler,PRD-00000323,Wireless Mouse Premium,Electronics,25,16.49,412.24999999999994,2025-03-09,19.0,1.0,COMPLETED
5621,PO-00000121,PO-00000121,2024-08-01,2024,8,3,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000402,HDMI Cable 6ft Premium,Electronics,20,4.98,99.60000000000001,2024-09-03,33.0,0.0,COMPLETED
5622,PO-00000122,PO-00000122,2024-07-17,2024,7,3,SUP-00000056,Pacific Trading Co #56,Spain,Wholesaler,PRD-00000256,Paper Clips Box Basic,Office Supplies,25,1.47,36.75,2024-08-19,33.0,0.0,COMPLETED
5623,PO-00000123,PO-00000123,2025-02-17,2025,2,1,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000243,Wireless Mouse Premium,Electronics,150,17.55,2632.5,2025-03-18,29.0,0.0,COMPLETED
5624,PO-00000124,PO-00000124,2024-08-09,2024,8,3,SUP-00000093,Central Supplies #93,Italy,Importer,PRD-00000459,Whiteboard 24x36 HD,Office Supplies,200,33.6,6720.0,2024-08-29,20.0,0.0,COMPLETED
5625,PO-00000125,PO-00000125,2023-09-25,2023,9,4,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000293,Sticky Notes 3x3 Basic,Office Supplies,100,2.67,267.0,2023-10-10,15.0,0.0,COMPLETED
5626,PO-00000126,PO-00000126,2024-10-19,2024,10,4,SUP-00000076,Pacific Trading Co #76,Netherlands,Distributor,PRD-00000228,Power Supply 650W HD,Computer Hardware,50,63.56,3178.0,2024-11-19,31.0,0.0,COMPLETED
5627,PO-00000127,PO-00000127,2024-11-21,2024,11,4,SUP-00000044,QualitySource Inc #44,United Kingdom,Distributor,PRD-00000231,Drill Driver Cordless Basic,Tools,150,87.12,13068.0,2024-12-03,12.0,1.0,COMPLETED
5628,PO-00000128,PO-00000128,2023-09-16,2023,9,4,SUP-00000015,National Distribution,Canada,Manufacturer,PRD-00000092,Ballpoint Pens 12-Pack Premium,Office Supplies,50,3.76,188.0,,,,PENDING
5629,PO-00000129,PO-00000129,2024-02-19,2024,2,1,SUP-00000013,Central Supplies,United States,Manufacturer,PRD-00000151,Drill Driver Cordless Plus,Tools,20,109.79,2195.8,2024-03-06,16.0,0.0,COMPLETED
5630,PO-00000130,PO-00000130,2024-06-02,2024,6,3,SUP-00000090,Peak Performance #90,China,Manufacturer,PRD-00000020,Dry Erase Markers,Office Supplies,100,4.13,413.0,2024-06-20,18.0,0.0,COMPLETED
5631,PO-00000131,PO-00000131,2024-05-02,2024,5,2,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000098,Desk Organizer Premium,Office Supplies,75,8.89,666.75,2024-05-25,23.0,0.0,COMPLETED
5632,PO-00000132,PO-00000132,2024-12-06,2024,12,5,SUP-00000021,Global Tech Supply #21,South Korea,Manufacturer,PRD-00000485,Webcam HD Plus,Electronics,10,53.39,533.9,,,,PENDING
5633,PO-00000133,PO-00000133,2024-12-10,2024,12,5,SUP-00000061,Global Tech Supply #61,India,Importer,PRD-00000117,Pliers Set 5-Piece HD,Tools,50,18.04,902.0,2025-01-13,34.0,0.0,COMPLETED
5634,PO-00000134,PO-00000134,2024-05-16,2024,5,2,SUP-00000021,Global Tech Supply #21,South Korea,Manufacturer,PRD-00000370,Laptop Stand HD,Electronics,100,29.6,2960.0,2024-06-06,21.0,0.0,COMPLETED
5635,PO-00000135,PO-00000135,2023-07-31,2023,7,3,SUP-00000037,Atlantic Supply #37,Germany,Distributor,PRD-00000108,Power Supply 650W Premium,Computer Hardware,200,55.69,11138.0,2023-08-17,17.0,1.0,COMPLETED
5636,PO-00000136,PO-00000136,2024-06-28,2024,6,3,SUP-00000018,Mountain Components,France,Wholesaler,PRD-00000157,Pliers Set 5-Piece Plus,Tools,200,22.47,4494.0,2024-07-23,25.0,0.0,COMPLETED
5637,PO-00000137,PO-00000137,2023-07-24,2023,7,3,SUP-00000036,Pacific Trading Co #36,United States,Importer,PRD-00000352,Socket Set 40-Piece HD,Tools,75,40.03,3002.25,2023-08-17,24.0,1.0,COMPLETED
5638,PO-00000138,PO-00000138,2024-01-26,2024,1,1,SUP-00000070,Peak Performance #70,United Kingdom,Importer,PRD-00000079,Tape Measure Digital XL,Tools,150,17.44,2616.0,2024-02-21,26.0,0.0,COMPLETED
5639,PO-00000139,PO-00000139,2024-10-05,2024,10,4,SUP-00000075,National Distribution #75,Italy,Wholesaler,PRD-00000097,Binder Clips Assorted Lite,Office Supplies,20,2.22,44.400000000000006,,,,PENDING
5640,PO-00000140,PO-00000140,2023-12-29,2023,12,5,SUP-00000090,Peak Performance #90,China,Manufacturer,PRD-00000048,Power Strip 6-Outlet Max,Electronics,20,13.46,269.20000000000005,2024-01-16,18.0,0.0,COMPLETED
5641,PO-00000141,PO-00000141,2024-07-30,2024,7,3,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000014,File Folders 100-Pack,Office Supplies,50,6.07,303.5,2024-08-19,20.0,0.0,COMPLETED
5642,PO-00000142,PO-00000142,2024-12-12,2024,12,5,SUP-00000041,Global Tech Supply #41,Australia,Distributor,PRD-00000338,Desk Organizer Pro,Office Supplies,200,10.86,2172.0,2024-12-27,15.0,0.0,COMPLETED
5643,PO-00000143,PO-00000143,2024-09-01,2024,9,4,SUP-00000097,Atlantic Supply #97,France,Manufacturer,PRD-00000201,USB-C Cable Basic,Electronics,20,6.52,130.39999999999998,2024-09-30,29.0,0.0,COMPLETED
5644,PO-00000144,PO-00000144,2024-05-13,2024,5,2,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000490,Laptop Stand Max,Electronics,25,34.85,871.25,2024-06-12,30.0,0.0,COMPLETED
5645,PO-00000145,PO-00000145,2024-10-12,2024,10,4,SUP-00000099,Valley Industrial #99,Mexico,Wholesaler,PRD-00000082,HDMI Cable 6ft HD,Electronics,50,4.83,241.5,2024-10-26,14.0,1.0,COMPLETED
5646,PO-00000146,PO-00000146,2024-03-09,2024,3,2,SUP-00000095,National Distribution #95,Australia,Manufacturer,PRD-00000229,Motherboard B550 Plus,Computer Hardware,150,110.27,16540.5,2024-04-11,33.0,0.0,COMPLETED
5647,PO-00000147,PO-00000147,2024-04-20,2024,4,2,SUP-00000035,National Distribution #35,South Korea,Manufacturer,PRD-00000236,Wrench Set Adjustable Premium,Tools,10,22.4,224.0,,,,PENDING
5648,PO-00000148,PO-00000148,2023-12-27,2023,12,5,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000234,Level 24 inch Plus,Tools,75,21.92,1644.0000000000002,2024-01-24,28.0,0.0,COMPLETED
5649,PO-00000149,PO-00000149,2023-10-06,2023,10,4,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000235,Screwdriver Set 100pc HD,Tools,25,28.87,721.75,2023-10-21,15.0,1.0,COMPLETED
5650,PO-00000150,PO-00000150,2025-01-01,2025,1,1,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000123,Wireless Mouse HD,Electronics,75,15.21,1140.75,2025-01-14,13.0,1.0,COMPLETED
5651,PO-00000151,PO-00000151,2025-01-17,2025,1,1,SUP-00000019,Valley Industrial,Japan,Distributor,PRD-00000358,Hammer 16oz Pro,Tools,200,12.02,2404.0,,,,CANCELLED
5652,PO-00000152,PO-00000152,2023-12-16,2023,12,5,SUP-00000068,Alliance Trading #68,France,Distributor,PRD-00000040,Utility Knife,Tools,100,5.35,535.0,2023-12-27,11.0,1.0,COMPLETED
5653,PO-00000153,PO-00000153,2025-05-22,2025,5,2,SUP-00000052,Advanced Logistics #52,United Kingdom,Manufacturer,PRD-00000237,Pliers Set 5-Piece HD,Tools,20,21.19,423.8,2025-06-26,35.0,0.0,COMPLETED
5654,PO-00000154,PO-00000154,2023-07-11,2023,7,3,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000382,RAM 16GB DDR4 Pro,Computer Hardware,50,46.62,2331.0,2023-07-25,14.0,1.0,COMPLETED
5655,PO-00000155,PO-00000155,2023-09-23,2023,9,4,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000168,Power Strip 6-Outlet XL,Electronics,200,12.33,2466.0,2023-10-26,33.0,0.0,COMPLETED
5656,PO-00000156,PO-00000156,2023-12-22,2023,12,5,SUP-00000031,Elite Imports #31,United States,Wholesaler,PRD-00000072,Socket Set 40-Piece Pro,Tools,75,56.35,4226.25,2023-12-29,7.0,1.0,COMPLETED
5657,PO-00000157,PO-00000157,2025-05-18,2025,5,2,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000151,Drill Driver Cordless Plus,Tools,150,89.16,13374.0,2025-05-24,6.0,1.0,COMPLETED
5658,PO-00000158,PO-00000158,2023-08-05,2023,8,3,SUP-00000011,Elite Imports,South Korea,Wholesaler,PRD-00000226,CPU Cooler HD,Computer Hardware,25,27.29,682.25,2023-09-11,37.0,0.0,COMPLETED
5659,PO-00000159,PO-00000159,2024-05-11,2024,5,2,SUP-00000088,Alliance Trading #88,Canada,Importer,PRD-00000357,Pliers Set 5-Piece Basic,Tools,20,16.33,326.59999999999997,2024-05-27,16.0,1.0,COMPLETED
5660,PO-00000160,PO-00000160,2024-07-18,2024,7,3,SUP-00000050,Peak Performance #50,Japan,Importer,PRD-00000025,Graphics Card Entry,Computer Hardware,50,155.96,7798.0,2024-07-27,9.0,1.0,COMPLETED
5661,PO-00000161,PO-00000161,2024-01-13,2024,1,1,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000216,Paper Clips Box Max,Office Supplies,10,1.65,16.5,2024-02-12,30.0,0.0,COMPLETED
5662,PO-00000162,PO-00000162,2023-08-15,2023,8,3,SUP-00000046,Premier Materials #46,Brazil,Distributor,PRD-00000491,A4 Paper Ream Premium,Office Supplies,25,5.87,146.75,2023-09-09,25.0,0.0,COMPLETED
5663,PO-00000163,PO-00000163,2024-08-08,2024,8,3,SUP-00000010,Peak Performance,Netherlands,Importer,PRD-00000166,USB Hub 7-Port Basic,Electronics,50,26.41,1320.5,2024-08-29,21.0,0.0,COMPLETED
5664,PO-00000164,PO-00000164,2024-08-15,2024,8,3,SUP-00000003,FastParts Direct,Australia,Importer,PRD-00000055,Stapler Heavy Duty Pro,Office Supplies,100,14.59,1459.0,2024-09-18,34.0,0.0,COMPLETED
5665,PO-00000165,PO-00000165,2024-04-11,2024,4,2,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000109,Motherboard B550 Premium,Computer Hardware,50,100.89,5044.5,2024-05-04,23.0,1.0,COMPLETED
5666,PO-00000166,PO-00000166,2025-03-05,2025,3,2,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000035,Screwdriver Set 100pc,Tools,150,26.99,4048.4999999999995,,,,CANCELLED
5667,PO-00000167,PO-00000167,2025-03-06,2025,3,2,SUP-00000061,Global Tech Supply #61,India,Importer,PRD-00000053,Sticky Notes 3x3 HD,Office Supplies,75,3.65,273.75,,,,CANCELLED
5668,PO-00000168,PO-00000168,2025-04-11,2025,4,2,SUP-00000032,Advanced Logistics #32,United Kingdom,Distributor,PRD-00000357,Pliers Set 5-Piece Basic,Tools,25,16.0,400.0,2025-05-20,39.0,0.0,COMPLETED
5669,PO-00000169,PO-00000169,2025-02-19,2025,2,1,SUP-00000029,Summit Distribution #29,Canada,Importer,PRD-00000035,Screwdriver Set 100pc,Tools,10,29.95,299.5,2025-03-14,23.0,0.0,COMPLETED
5670,PO-00000170,PO-00000170,2023-11-05,2023,11,4,SUP-00000041,Global Tech Supply #41,Australia,Distributor,PRD-00000258,Desk Organizer Pro,Office Supplies,50,11.16,558.0,2023-11-29,24.0,0.0,COMPLETED
5671,PO-00000171,PO-00000171,2024-07-18,2024,7,3,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000388,Power Supply 650W Premium,Computer Hardware,20,52.56,1051.2,2024-08-08,21.0,1.0,COMPLETED
5672,PO-00000172,PO-00000172,2025-03-04,2025,3,2,SUP-00000096,Pacific Trading Co #96,United Kingdom,Importer,PRD-00000193,Measuring Tape 25ft HD,Tools,10,7.96,79.6,2025-03-30,26.0,0.0,COMPLETED
5673,PO-00000173,PO-00000173,2023-08-10,2023,8,3,SUP-00000092,Advanced Logistics #92,South Korea,Manufacturer,PRD-00000069,Motherboard B550 Basic,Computer Hardware,100,116.44,11644.0,2023-09-10,31.0,0.0,COMPLETED
5674,PO-00000174,PO-00000174,2024-06-04,2024,6,3,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000332,Ballpoint Pens 12-Pack HD,Office Supplies,10,3.09,30.9,2024-06-17,13.0,1.0,COMPLETED
5675,PO-00000175,PO-00000175,2024-02-13,2024,2,1,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000465,Graphics Card Entry Lite,Computer Hardware,50,151.37,7568.5,,,,PENDING
5676,PO-00000176,PO-00000176,2023-07-07,2023,7,3,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000267,PC Case Mid Tower Premium,Computer Hardware,25,53.0,1325.0,,,,PENDING
5677,PO-00000177,PO-00000177,2023-11-22,2023,11,4,SUP-00000035,National Distribution #35,South Korea,Manufacturer,PRD-00000036,Wrench Set Adjustable,Tools,10,25.46,254.60000000000002,2023-12-05,13.0,1.0,COMPLETED
5678,PO-00000178,PO-00000178,2023-09-19,2023,9,4,SUP-00000055,National Distribution #55,India,Manufacturer,PRD-00000304,Monitor 27 inch Lite,Computer Hardware,50,199.33,9966.5,2023-10-13,24.0,0.0,COMPLETED
5679,PO-00000179,PO-00000179,2023-12-28,2023,12,5,SUP-00000043,FastParts Direct #43,Brazil,Manufacturer,PRD-00000085,Webcam HD Premium,Electronics,50,37.58,1879.0,2024-01-27,30.0,0.0,COMPLETED
5680,PO-00000180,PO-00000180,2024-11-04,2024,11,4,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000296,Paper Clips Box Max,Office Supplies,50,1.83,91.5,,,,PENDING
5681,PO-00000181,PO-00000181,2024-09-24,2024,9,4,SUP-00000076,Pacific Trading Co #76,Netherlands,Distributor,PRD-00000185,Graphics Card Entry Lite,Computer Hardware,150,115.74,17361.0,2024-10-22,28.0,0.0,COMPLETED
5682,PO-00000182,PO-00000182,2024-07-25,2024,7,3,SUP-00000053,Central Supplies #53,Mexico,Wholesaler,PRD-00000390,NVMe Cable Lite,Computer Hardware,200,6.19,1238.0,,,,PENDING
5683,PO-00000183,PO-00000183,2023-12-27,2023,12,5,SUP-00000077,Atlantic Supply #77,Italy,Importer,PRD-00000389,Motherboard B550 Premium,Computer Hardware,25,104.88,2622.0,2024-01-15,19.0,0.0,COMPLETED
5684,PO-00000184,PO-00000184,2024-11-04,2024,11,4,SUP-00000030,Peak Performance #30,China,Importer,PRD-00000233,Measuring Tape 25ft Pro,Tools,150,10.26,1539.0,2024-11-23,19.0,0.0,COMPLETED
5685,PO-00000185,PO-00000185,2024-11-24,2024,11,4,SUP-00000087,ValueFirst Supply #87,Canada,Wholesaler,PRD-00000101,SSD 500GB HD,Computer Hardware,50,46.27,2313.5,2025-01-03,40.0,0.0,COMPLETED
5686,PO-00000186,PO-00000186,2024-07-17,2024,7,3,SUP-00000066,Premier Materials #66,Spain,Wholesaler,PRD-00000208,Power Strip 6-Outlet Lite,Electronics,150,14.39,2158.5,2024-08-02,16.0,1.0,COMPLETED
5687,PO-00000187,PO-00000187,2025-01-30,2025,1,1,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000210,Laptop Stand Max,Electronics,20,26.59,531.8,2025-02-19,20.0,0.0,COMPLETED
5688,PO-00000188,PO-00000188,2024-11-12,2024,11,4,SUP-00000046,Premier Materials #46,Brazil,Distributor,PRD-00000491,A4 Paper Ream Premium,Office Supplies,100,5.48,548.0,2024-12-05,23.0,1.0,COMPLETED
5689,PO-00000189,PO-00000189,2024-03-05,2024,3,2,SUP-00000004,QualitySource Inc,Canada,Distributor,PRD-00000334,File Folders 100-Pack Premium,Office Supplies,150,7.84,1176.0,2024-04-02,28.0,0.0,COMPLETED
5690,PO-00000190,PO-00000190,2024-10-09,2024,10,4,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000324,Bluetooth Keyboard Pro,Electronics,25,24.24,606.0,2024-11-08,30.0,0.0,COMPLETED
5691,PO-00000191,PO-00000191,2023-10-03,2023,10,4,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000309,Motherboard B550 Max,Computer Hardware,10,89.17,891.7,2023-11-06,34.0,0.0,COMPLETED
5692,PO-00000192,PO-00000192,2024-01-10,2024,1,1,SUP-00000090,Peak Performance #90,China,Manufacturer,PRD-00000204,Bluetooth Keyboard HD,Electronics,20,27.96,559.2,2024-02-07,28.0,0.0,COMPLETED
5693,PO-00000193,PO-00000193,2024-08-25,2024,8,3,SUP-00000082,Prime Industrial #82,France,Importer,PRD-00000130,Laptop Stand Max,Electronics,150,25.98,3897.0,,,,PENDING
5694,PO-00000194,PO-00000194,2024-01-31,2024,1,1,SUP-00000009,Summit Distribution,South Korea,Wholesaler,PRD-00000056,Paper Clips Box Basic,Office Supplies,25,1.54,38.5,2024-03-05,34.0,0.0,COMPLETED
5695,PO-00000195,PO-00000195,2023-09-10,2023,9,4,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000004,Bluetooth Keyboard,Electronics,200,22.93,4586.0,2023-10-17,37.0,0.0,COMPLETED
5696,PO-00000196,PO-00000196,2024-07-18,2024,7,3,SUP-00000083,FastParts Direct #83,France,Distributor,PRD-00000336,Paper Clips Box HD,Office Supplies,150,1.5,225.0,2024-07-31,13.0,0.0,COMPLETED
5697,PO-00000197,PO-00000197,2024-02-03,2024,2,1,SUP-00000085,Reliable Components #85,Canada,Manufacturer,PRD-00000250,Laptop Stand Lite,Electronics,20,25.67,513.4000000000001,2024-02-15,12.0,1.0,COMPLETED
5698,PO-00000198,PO-00000198,2024-08-22,2024,8,3,SUP-00000053,Central Supplies #53,Mexico,Wholesaler,PRD-00000415,Stapler Heavy Duty Premium,Office Supplies,75,19.92,1494.0000000000002,2024-09-10,19.0,1.0,COMPLETED
5699,PO-00000199,PO-00000199,2024-07-21,2024,7,3,SUP-00000079,Valley Industrial #79,Italy,Wholesaler,PRD-00000445,Webcam HD Pro,Electronics,20,46.26,925.1999999999999,2024-08-05,15.0,0.0,COMPLETED
5700,PO-00000200,PO-00000200,2023-10-12,2023,10,4,SUP-00000081,Global Tech Supply #81,France,Wholesaler,PRD-00000016,Paper Clips Box,Office Supplies,200,1.81,362.0,2023-10-14,2.0,1.0,COMPLETED
5701,PO-00000201,PO-00000201,2023-07-08,2023,7,3,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000341,SSD 500GB XL,Computer Hardware,20,50.81,1016.2,2023-07-30,22.0,0.0,COMPLETED
5702,PO-00000202,PO-00000202,2025-03-10,2025,3,2,SUP-00000017,Atlantic Supply,Italy,Wholesaler,PRD-00000478,Hammer 16oz HD,Tools,200,13.44,2688.0,2025-04-04,25.0,0.0,COMPLETED
5703,PO-00000203,PO-00000203,2024-07-22,2024,7,3,SUP-00000029,Summit Distribution #29,Canada,Importer,PRD-00000162,HDMI Cable 6ft HD,Electronics,100,6.01,601.0,2024-08-23,32.0,0.0,COMPLETED
5704,PO-00000204,PO-00000204,2024-08-15,2024,8,3,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000448,Power Strip 6-Outlet Plus,Electronics,20,9.81,196.20000000000002,2024-09-13,29.0,1.0,COMPLETED
5705,PO-00000205,PO-00000205,2024-03-11,2024,3,2,SUP-00000024,QualitySource Inc #24,United Kingdom,Manufacturer,PRD-00000014,File Folders 100-Pack,Office Supplies,75,8.16,612.0,2024-04-08,28.0,0.0,COMPLETED
5706,PO-00000206,PO-00000206,2025-04-14,2025,4,2,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000264,Monitor 27 inch Max,Computer Hardware,50,171.84,8592.0,2025-05-07,23.0,0.0,COMPLETED
5707,PO-00000207,PO-00000207,2024-02-25,2024,2,1,SUP-00000063,FastParts Direct #63,United States,Wholesaler,PRD-00000448,Power Strip 6-Outlet Plus,Electronics,100,12.45,1245.0,2024-03-19,23.0,1.0,COMPLETED
5708,PO-00000208,PO-00000208,2023-10-11,2023,10,4,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000179,Whiteboard 24x36 Plus,Office Supplies,200,33.33,6666.0,2023-11-11,31.0,0.0,COMPLETED
5709,PO-00000209,PO-00000209,2023-09-28,2023,9,4,SUP-00000047,ValueFirst Supply #47,Canada,Manufacturer,PRD-00000365,Webcam HD Premium,Electronics,10,39.41,394.09999999999997,2023-10-23,25.0,0.0,COMPLETED
5710,PO-00000210,PO-00000210,2025-01-04,2025,1,1,SUP-00000074,United Parts #74,Australia,Distributor,PRD-00000087,Ethernet Switch 8-Port Max,Electronics,20,49.48,989.5999999999999,2025-01-18,14.0,1.0,COMPLETED
5711,PO-00000211,PO-00000211,2023-07-30,2023,7,3,SUP-00000015,National Distribution,Canada,Manufacturer,PRD-00000386,CPU Cooler XL,Computer Hardware,20,31.02,620.4,,,,PENDING
5712,PO-00000212,PO-00000212,2024-03-20,2024,3,2,SUP-00000040,Coastal Distributors #40,Japan,Distributor,PRD-00000168,Power Strip 6-Outlet XL,Electronics,75,11.32,849.0,2024-04-15,26.0,1.0,COMPLETED
5713,PO-00000213,PO-00000213,2024-06-05,2024,6,3,SUP-00000051,Elite Imports #51,United States,Distributor,PRD-00000341,SSD 500GB XL,Computer Hardware,200,48.55,9710.0,,,,PENDING
5714,PO-00000214,PO-00000214,2024-07-21,2024,7,3,SUP-00000026,Premier Materials #26,Germany,Wholesaler,PRD-00000393,Measuring Tape 25ft Premium,Tools,20,8.83,176.6,2024-08-26,36.0,0.0,COMPLETED
5715,PO-00000215,PO-00000215,2023-10-27,2023,10,4,SUP-00000085,Reliable Components #85,Canada,Manufacturer,PRD-00000335,Stapler Heavy Duty Max,Office Supplies,50,15.57,778.5,2023-11-09,13.0,1.0,COMPLETED
5716,PO-00000216,PO-00000216,2023-11-08,2023,11,4,SUP-00000089,Summit Distribution #89,Brazil,Distributor,PRD-00000175,Stapler Heavy Duty XL,Office Supplies,20,15.03,300.59999999999997,,,,PENDING
5717,PO-00000217,PO-00000217,2024-12-30,2024,12,5,SUP-00000064,QualitySource Inc #64,Australia,Wholesaler,PRD-00000296,Paper Clips Box Max,Office Supplies,75,1.69,126.75,2025-01-20,21.0,0.0,COMPLETED
5718,PO-00000218,PO-00000218,2025-03-08,2025,3,2,SUP-00000090,Peak Performance #90,China,Manufacturer,PRD-00000164,Bluetooth Keyboard Max,Electronics,25,33.86,846.5,2025-04-09,32.0,0.0,COMPLETED
5719,PO-00000219,PO-00000219,2024-04-29,2024,4,2,SUP-00000072,Advanced Logistics #72,Spain,Wholesaler,PRD-00000005,Webcam HD,Electronics,100,45.31,4531.0,2024-05-22,23.0,0.0,COMPLETED
5720,PO-00000220,PO-00000220,2023-08-05,2023,8,3,SUP-00000027,ValueFirst Supply #27,Spain,Distributor,PRD-00000076,Wrench Set Adjustable Basic,Tools,25,23.31,582.75,2023-08-29,24.0,1.0,COMPLETED
5721,PO-00000221,PO-00000221,2024-07-20,2024,7,3,SUP-00000094,United Parts #94,Australia,Wholesaler,PRD-00000141,SSD 500GB Basic,Computer Hardware,50,56.45,2822.5,,,,CANCELLED
5722,PO-00000222,PO-00000222,2024-02-16,2024,2,1,SUP-00000091,Elite Imports #91,Japan,Importer,PRD-00000171,A4 Paper Ream Basic,Office Supplies,50,5.45,272.5,2024-03-16,29.0,1.0,COMPLETED
5723,PO-00000223,PO-00000223,2025-05-06,2025,5,2,SUP-00000068,Alliance Trading #68,France,Distributor,PRD-00000439,Tape Measure Digital XL,Tools,150,12.2,1830.0,,,,CANCELLED
5724,PO-00000224,PO-00000224,2024-10-27,2024,10,4,SUP-00000011,Elite Imports,South Korea,Wholesaler,PRD-00000281,USB-C Cable Pro,Electronics,100,8.17,817.0,2024-11-21,25.0,0.0,COMPLETED
5725,PO-00000225,PO-00000225,2024-01-16,2024,1,1,SUP-00000007,ValueFirst Supply,Netherlands,Distributor,PRD-00000037,Pliers Set 5-Piece,Tools,75,18.34,1375.5,,,,PENDING
5726,PO-00000226,PO-00000226,2025-02-14,2025,2,1,SUP-00000001,Global Tech Supply,South Korea,Importer,PRD-00000202,HDMI Cable 6ft Lite,Electronics,25,4.98,124.50000000000001,2025-02-26,12.0,0.0,COMPLETED
5727,PO-00000227,PO-00000227,2024-11-06,2024,11,4,SUP-00000098,Mountain Components #98,Japan,Distributor,PRD-00000235,Screwdriver Set 100pc HD,Tools,25,26.55,663.75,,,,PENDING
5728,PO-00000228,PO-00000228,2023-07-10,2023,7,3,SUP-00000002,Prime Industrial,Japan,Wholesaler,PRD-00000108,Power Supply 650W Premium,Computer Hardware,50,53.74,2687.0,2023-07-26,16.0,1.0,COMPLETED
